"","budget","original_language","popularity","runtime","runtime_cat","revenue","sw_lang_en","sw_web_presence","sw_tagline","keyword_cnt","release_year","release_month","high_release_month","release_day","sw_collection","countries_cnt","lang_US","lang_FR","lang_RU","lang_ES","lang_JA","actor0_movies_cnt","actor0_movies_3y_cnt","actor1_movies_cnt","actor1_movies_3y_cnt","actor2_movies_cnt","actor2_movies_3y_cnt","sw_female_actor0","sw_female_actor1","sw_female_actor2","sw_male_actor0","sw_male_actor1","sw_male_actor2","actor0_prev_revenue","actor1_prev_revenue","actor2_prev_revenue","director_movies_cnt","director_movies_3y_cnt","genre_adventure","genre_fantasy","genre_animation","genre_drama","genre_horror","genre_action","genre_comedy","genre_history","genre_thriller","genre_crime","genre_documentary","genre_science_fiction","genre_mystery","genre_music","genre_romance","genre_family","genre_war","depart_Art","depart_Camera","depart_Crew","depart_Custom_Mkup","depart_Directing","depart_Editing","depart_Lighting","depart_Production","depart_Sound","depart_Visual_Effects","depart_Writing","depart_Art_female","depart_Camera_female","depart_Crew_female","depart_Custom_Mkup_female","depart_Directing_female","depart_Editing_female","depart_Lighting_female","depart_Production_female","depart_Sound_female","depart_Writing_female","producers_5y_revenue","directors_5y_revenue","actors_5y_revenue"
"31",2.79880143927589,"en",1.15318565036946,1.7254630513334,"Medium",16.4545679590081,"Yes","No","Yes",10,1989,7,"No",28,"3-5","1","Yes","No","No","No","No","0-2","0","0-2","0","0-2","0","No","Yes","No","Yes","No","No",2.851839815579,2.87671066956751,2.90110307173209,"0","0","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","0","1","0","0","1","1","0","2","1","0","1","0","0","0","0","0","0","0",">0","0","0",21.499181082786,0,0
"32",2.7226744983879,"en",1.18926097433022,1.71065777618006,"Short",16.2841285990543,"Yes","No","Yes",6,1988,2,"No",26,"0-2","1","Yes","No","No","No","No","0-2","0","0-2","0","0-2","0","No","No","No","Yes","Yes","No",2.88718977474006,2.94276084618642,3.02643862346746,"0","0","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","0","1","1","0","1","1","0",">2","1","0",">2","0","0","0","0","0","0","0","0","0","0",16.3933023282637,0,2.88718977474006
"33",2.85073062208483,"en",1.03519983491129,1.73894710624141,"Medium",12.2304774118187,"Yes","No","Yes",2,2010,1,"No",14,"0-2","1","Yes","No","No","No","No",">8","0","3-5",">2",">8","1","No","Yes","No","Yes","No","Yes",3.01562032568799,2.9913910023373,3.01145993302148,"0","0","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","2","1","0","1","1","1","0","2","0","0",">2",">0","0","0",">0","0","0","0",">0","0","0",0,0,3.0295758658244
"34",0,"zh",1.09472501137208,1.77458614826613,"Large",11.9454932871696,"No","No","No",5,2013,10,"Yes",4,"3-5",">2","No","No","No","No","No","0-2","1","0-2","0","0-2","0","No","No","Yes","Yes","No","No",2.9022716183557,2.9104332400648,2.90921861698434,"0","0","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","0","1","0","0","1","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0",0,0,2.71485143943024
"35",2.74139846400232,"en",1.31556552479298,1.76943452012855,"Large",16.3903985935074,"Yes","No","No",17,1962,12,"Yes",25,"0-2","1","Yes","No","No","No","No","3-5","1","0-2","0","0-2","0","No","No","No","Yes","Yes","Yes",2.90028645487379,2.88614189588307,2.89307254076817,"0","0","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No",">2","2","0",">2",">2","2","0",">2",">2","0",">2","0","0","0","0","0","0","0",">0","0",">0",0,0,2.90028645487379
"36",2.95793496184745,"en",0.777123078877684,1.73235624654032,"Medium",18.8810650871061,"Yes","Yes","Yes",9,2006,6,"No",3,"0-2","2","Yes","No","No","No","Yes","0-2","2","0-2","0","0-2","0","No","Yes","No","Yes","No","Yes",2.99417507384254,2.98479128322953,2.97980400517682,"0","0","No","No","No","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No",">2",">2",">2",">2",">2",">2","2",">2",">2",">2","1",">0","0",">0",">0","0","0","0",">0","0","0",21.899271735525,0,3.01620012440806
"37",2.84568849428469,"en",1.17216626281281,1.69641295974363,"Short",15.9277028894473,"Yes","No","Yes",7,1990,4,"No",5,"0-2","1","Yes","No","No","No","No","0-2","0","0-2","0","0-2","0","No","Yes","Yes","Yes","No","No",2.90913353055713,2.90516728003693,2.90445247749592,"1","0","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","0","1","0","0","1","1","0","2","1","0","1","0","0","0","0","0",">0","0",">0","0","0",21.175675590158,0,2.61829607647928
"38",0,"cs",0.502043519304726,1.70672060129304,"Short",9.76388059814971,"No","Yes","No",5,2004,3,"No",30,"0-2","1","No","No","No","No","No","0-2","0","0-2","0","0-2","0","No","No","No","No","Yes","No",2.94597173304662,2.93133835622243,2.94577123023519,"0","0","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","0","0","0","0","2","0","0",">2","0","0","0","0","0","0","0","0","0","0","0","0","0",3.42943863882405,0,0
"39",2.6477597376813,"ta",0.410264851038111,1.80213793169158,"Large",13.1223653774023,"No","No","No",0,2000,5,"No",5,"0-2","1","Yes","No","No","No","No","3-5","1","0-2","0","0-2","0","No","No","Yes","Yes","Yes","No",2.83355529787408,2.8371186613093,2.88887187921688,"0","0","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","0","0","1","0","1","1","0","1","1","0","2","0","0","0","0","0","0","0","0","0",">0",3.30687075079435,0,2.7226744983879
"40",2.80984056296996,"en",1.23493736503789,1.72189476247005,"Medium",17.500541240048,"Yes","No","Yes",5,1980,7,"No",25,"0-2","1","Yes","No","No","No","No","0-2","0","0-2","0","0-2","0","No","No","No","Yes","Yes","Yes",2.89247921656936,2.88936126358876,2.88575046330194,"0","0","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","0","1","0","0","1","1","0","2","1","0",">2","0","0","0","0","0","0","0","0","0","0",19.3685272885399,0,0
"41",2.7226744983879,"en",1.10953763962861,1.72894905196598,"Medium",13.5668196851501,"Yes","Yes","Yes",13,2016,9,"Yes",15,"3-5","2","Yes","No","No","Yes","No","0-2","0","3-5","0","6-8","0","Yes","Yes","No","No","No","Yes",2.87009232372163,2.8717730482099,2.98933397159796,"1","0","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No",">2",">2",">2",">2","2",">2","0",">2",">2",">2","1","0","0","0","0",">0","0","0",">0","0","0",16.1271731257359,0,0
"42",2.86354630833501,"en",1.02571989877775,1.75425202639466,"Medium",16.0387787048561,"Yes","No","Yes",13,2002,12,"Yes",14,"6-8",">2","Yes","No","No","No","No",">8","0","0-2","0","0-2","0","No","No","Yes","Yes","Yes","No",2.98779148131862,2.95382948799972,2.95677276274228,">2",">0","No","No","No","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No",">2","1","0","1","1","2","0",">2",">2","0","2","0","0","0","0","0","0","0",">0","0","0",20.2124320648139,15.947799142589,2.86187682486897
"43",2.92999482510447,"en",1.13510302132739,1.74055044599002,"Medium",18.8395364761346,"Yes","No","Yes",4,1995,6,"No",9,"0-2","1","Yes","Yes","No","No","No","0-2","1","0-2","0","0-2","0","Yes","No","No","No","Yes","Yes",2.82146927787072,2.78450725155781,3.00508752134379,"1","0","Yes","No","No","Yes","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","0","1","0","0","1","1","0",">2","1","0","2","0","0","0","0","0",">0","0",">0","0","0",20.5894378369097,17.7897227206847,2.82146927787072
"44",2.82318758970925,"cn",1.27782819269906,1.70870182538799,"Short",17.2934235185404,"No","No","Yes",10,1995,1,"No",30,"0-2","1","Yes","No","No","No","No","3-5","2","0-2","0","0-2","0","No","No","Yes","Yes","No","No",2.94940912007443,2.92872773534519,2.93389516008477,"0","0","No","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","0","0","0","0","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0",19.9273750314591,0,2.90341561818811
"45",0,"it",0.945947464253418,1.73568790592766,"Medium",12.2799734533697,"No","No","No",3,2001,3,"No",16,"0-2","1","No","No","No","No","No","0-2","0","0-2","0","0-2","0","Yes","No","No","No","Yes","No",2.87719601793742,2.85577388242932,2.90083864543272,"0","0","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0",0,0,0
"46",2.91076563999777,"en",0.688047526763662,1.77709494979393,"Large",16.5235608257331,"Yes","No","No",5,1995,9,"Yes",20,"3-5","1","No","Yes","No","No","No","0-2","0","0-2","0","0-2","0","Yes","No","No","No","Yes","Yes",2.84017587980463,2.90325084068121,2.92456063305886,"0","0","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","0","1","0","0","1","1","0","1","1","0",">2","0","0","0","0","0",">0","0","0","0",">0",19.8095469300933,0,0
"47",0,"en",1.31623203285371,1.7182404735814,"Medium",14.8177863069676,"Yes","No","Yes",5,2008,5,"No",15,"0-2","1","Yes","No","No","No","No","0-2","0","0-2","0","0-2","0","No","No","Yes","Yes","Yes","No",2.88577837135841,2.86620122926128,2.90010845064122,"0","0","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","0","1","0","0","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0",0,0,0
"48",0,"ru",0.154587683427972,1.6659050929776,"Short",9.57178392799002,"No","No","No",0,2012,12,"Yes",9,"0-2","1","No","No","Yes","No","No","3-5","0","0-2","0","0-2","0","No","No","No","Yes","No","No",2.91644801675513,2.89941929382698,2.92723873987244,"0","0","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0",0,0,2.80856044917998
"49",2.75568424896242,"fr",0.863639994676794,1.72189476247005,"Medium",8.11939858961229,"No","No","No",0,2011,11,"No",14,"6-8","1","No","Yes","No","No","No","0-2","0","0-2","0","0-2","1","No","No","No","Yes","Yes","No",2.91958417117788,2.90811597728148,2.88087009588646,"0","0","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","Yes","No","No","1","1","0","1","1","1","0","0","1","0",">2","0","0","0","0","0","0","0","0","0","0",20.4349054865161,0,0
"50",0,"tr",0.668754965224473,1.75279072590176,"Medium",18.822950726412,"No","No","No",0,2014,2,"No",20,"3-5","1","No","No","No","No","No","0-2","0","0-2","0","0-2","0","Unknown","No","No","Unknown","No","No",2.8890508471553,2.80268512168302,2.88839948391137,"1","0","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","1","1","0","2","2","0","0","1",">2","0","1","0","0","0","0","0","0","0","0","0","0",0,0,0.934865828028752
"51",2.90413756155165,"en",1.10458958824961,1.73403132149329,"Medium",16.5324738525049,"Yes","Yes","Yes",0,2010,1,"No",21,"0-2","1","Yes","No","No","No","No",">8","2","3-5","0","0-2","1","No","No","Yes","Yes","Yes","No",3.06727478253173,2.96551291425661,2.97335826330373,"0","0","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",">2","1","0","2","2","1","0",">2","1","1","1",">0","0","0",">0",">0",">0","0",">0",">0","0",19.1508495676364,0,3.06733612272896
"52",2.86354630833501,"en",0.891025124465392,1.7464295888782,"Large",17.3582718227482,"Yes","No","Yes",2,1966,10,"Yes",10,"0-2","1","Yes","No","No","No","No","0-2","1","0-2","0","0-2","1","Yes","No","No","No","Yes","Yes",2.96749500845359,2.8916191025973,2.90028645487379,"0","0","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","2","1","0","0","1","1","0",">2","1","0",">2","0","0","0","0","0","0","0",">0","0","0",0,0,2.96749500845359
